,name,origin,rating,roaster,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
1912,Ethiopia Durato Bombe,"Bombe mountains, Sidama Region, southern Ethiopia",94,Magnolia Coffee,9.0,9.0,9.0,9.0,8.0,"Richly fruit-forward, deeply chocolaty. Dried mango, chocolate fudge, wisteria, cedar, pistachio in aroma and cup in aroma and cup. Sweetly tart structure with winy acidity; plush, syrupy mouthfeel. The rich-toned finish consolidates to notes of dried mango, chocolate fudge and cedar.","Coffees from the Sidama region like this one are produced from distinctive, largely indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Magnolia Coffee is a Charlotte-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information.","An engagingly vibrant, deeply sweet, richly tart and chocolaty natural-processed Ethiopia.","9.0,9.0,9.0,9.0,8.0"
1913,Ethiopia Washed Shantawene,"Sidamo (also Sidama) growing region, south-central Ethiopia",94,SkyTop Coffee,9.0,9.0,9.0,9.0,8.0,"Complex, richly sweet-tart. Nectarine, Meyer lemon zest, cocoa nib, nougat, lilac in aroma and cup. Sweet-tart structure with juicy, balanced acidity; delicate, satiny-smooth mouthfeel. The finish consolidates to notes of cocoa nib and Meyer lemon.","Certified USDA Organic. Produced by 1,000 smallholding farmers organized around the Testi Ayla washing station, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.",An elegant stone fruit-driven washed Sidama cup with leading notes of nectarine and citrus and a cocoa-toned throughline.,"9.0,9.0,9.0,9.0,8.0"
1914,Indonesia Sumatra Natural Aceh Musara SC19,"Aceh Province, northern Sumatra Indonesia",94,Kakalove Cafe,9.0,9.0,9.0,9.0,8.0,"Aromatically intense, richly sweet-savory. Dried plum, baking chocolate, candycap mushroom, lemon-thyme, bergamot in aroma and cup. Deep, umami-rich structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish centers around notes of crisp chocolate and lemon thyme.","Produced in the Aceh Province of Sumatra and processed by the natural method (dried in the whole fruit), a method unusual for this region. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An unusual natural-processed Sumatra cup, redolent with stone fruit and baking chocolate with umami underpinning.","9.0,9.0,9.0,9.0,8.0"
1915,Kenya Washed Kabingara AA,"Kirinyaga County, south-central Kenya",94,Kakalove Cafe,9.0,9.0,9.0,9.0,8.0,"Nuanced, multi-layered, complex. Red currant, honeysuckle, pomegranate, cocoa nib, cedar in aroma and cup. Sweet-tart structure with bright, vibrant acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of red currant and cocoa nib, with undertones of cedar.","Despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, Kenya continues to produce some of the world’s most elegant and distinctive coffees using long established traditional methods. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Red fruit and crisp cocoa notes characterize this deeply aromatic, richly complex, classic Kenya cup.","9.0,9.0,9.0,9.0,8.0"
1916,Honduras Blue Hole Estate,Honduras,93,David's Nose,9.0,8.0,9.0,9.0,8.0,"Deeply sweet, fruit-forward. Raspberry coulis, cocoa nib, freesia-like flowers, cedar, caramelized walnut in aroma and cup. Sweetly tart structure with delicate acidity; very full, satiny-smooth mouthfeel. The finish leads with notes of caramelized walnut and cocoa nib with undertones of freesia.","Produced at Blue Hole Estate entirely of the Catuaí variety of Arabica, and processed by the natural method (dried in the whole fruit). David's Nose is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.dnose.com.tw.","Spicy florals, crisply sweet nut tones, and distinct berry notes dominate in this inviting natural-processed Honduras cup.","9.0,8.0,9.0,9.0,8.0"
1917,Honduras Anaerobic Natural,Honduras,93,Min Enjoy Cafe,9.0,8.0,9.0,9.0,8.0,"Pungent, sweetly tart, fruity. Sweet-Tarts candy, hazelnut brittle, agave syrup, dried fennel, lily in aroma and cup. Tart-leaning structure with gentle acidity; very full, creamy mouthfeel. Finish consolidates to notes of fennel and hazelnut.",Comprised entirely of the Paraneima variety of Arabica and processed by the anaerobic natural method (fermentation of the whole fruit occurs in a hermetically sealed chamber). Min Cafe Enjoy is a Taipei-based nano-roaster. Visit www.facebook.com/minenjoycafe/photos/ for more information.,An experimentally processed Honduras with a complex cup that includes notes reminiscent of Sweet-Tarts candy.,"9.0,8.0,9.0,9.0,8.0"
1918,Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,"Nyeri growing region, south-central Kenya",95,Vennel Coffee,9.0,9.0,9.0,9.0,9.0,"Savory-sweet, deep-toned, juicy. Concord grape, mustard flower, dark chocolate, tangerine zest, cedar in aroma and cup. Savory-leaning structure with cola-like, phosphoric acidity; viscous, satiny mouthfeel. Flavor-saturated finish, long, chocolate-laden, fruity and spice-toned.","This Kenya coffee was processed by the anaerobic natural method (whole-fruit fermented in a hermetically sealed vessel). Vennel Coffee is a Taiwan-based specialty coffee roaster. For more information, visit www.vennelcoffee.com.tw. ","A strangely compelling anaerobic Kenya cup that takes both savory and sweet impulses to their extremes, and somehow manages to integrate them. ","9.0,9.0,9.0,9.0,9.0"
1919,Democratic Republic of Congo Mighty Peace Mapendo,"Lake Kivu, Democratic Republic of Congo",93,Old Soul Co.,9.0,9.0,8.0,9.0,8.0,"Deep, balanced, richly sweet. Pear, almond butter, marjoram, orange zest, cocoa nib in aroma and cup. Sweet-toned structure with citric acidity; crisp, satiny mouthfeel. Notes of orange zest and marjoram complicate a sweetly nut-toned finish.","Sourced in partnership with Mighty Peace Coffee, this washed-process DR Congo is produced by smallholding farmers, 40% of whom are women. Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.","An integrated, classic DR Congo cup with especially high-toned, balanced acidity.","9.0,9.0,8.0,9.0,8.0"
1920,Lugmapata Ecuador,"Pallatanga, Chimborazo Province, Ecuador",95,JBC Coffee Roasters,9.0,9.0,9.0,9.0,9.0,"Resonant, sweetly savory, multi-layered. Bing cherry, black sage, salted caramel, cedar, almond brittle in aroma and cup. Sweet-savory structure with balanced, bright acidity; full, syrupy smooth mouthfeel. Long, lingering, richly aromatic and complex finish.","Produced by Roberto Vasconez entirely of the Sidra variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A harmonious, intricate Ecuador cup with leading notes of stone fruit, sage, almond and rich aromatic wood.","9.0,9.0,9.0,9.0,9.0"
1921,Red Sunset by Andres Cardona,"Santa Bárbara, Antioquia Department, Colombia",94,Nostalgia Coffee Roasters,9.0,9.0,9.0,9.0,8.0,"Elegant, gently fruit-forward. Black cherry, lychee, almond, marjoram, cedar in aroma and cup. Sweetly tart with high-toned acidity; plush, syrupy mouthfeel. The resonant finish is centered around notes of lychee and almond.","Produced by Andres Cardona at Villa Lucía Farm from trees of the Castillo and Colombia varieties of Arabica, and processed by the semi-washed or honey method (skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans). Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting and online sales of select fine coffees. Visit www.nostalgiacoffeeroasters.com for more information.","A pretty, delicate, confident honey-processed Colombia animated by both stone fruit and tropical fruit notes throughout.","9.0,9.0,9.0,9.0,8.0"
1922,Costa Rica Los Cedros," La Piedra de Rivas, Chirripó, Costa Rica",93,Temple Coffee,9.0,9.0,8.0,9.0,8.0,"Crisply sweet, balanced. Nectarine, caramelized almonds, freesia-like flowers, baking chocolate, cedar in aroma and cup. Sweet structure with bright, juicy acidity; velvety mouthfeel. Almond and chocolate-toned finish.","Produced by Don Joiner Alvarado of Finca Los Cedros, from trees of the Caturra and Catuaí varieties of Arabica, and processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A balanced, harmonious Costa Rica cup driven by notes of stone fruit, spicy florals, and richly sweet nut tones.","9.0,9.0,8.0,9.0,8.0"
1923,Kona Bourbon Champagne Natural Uluwehi Farm,"Holualoa, Kona, Big Island of Hawai’i",95,Paradise Roasters,9.0,9.0,9.0,9.0,9.0,"Fresh, integrated, deep-toned. Caramelized mango, ginger blossom, cashew butter, lemon-thyme, palo santo in aroma and cup. Sweet structure with gently bright acidity; full, syrupy mouthfeel. The resonant, satisfying finish leads with notes of mango and ginger blossom with undertones of palo santo.","Produced at Uluwehi Coffee Farm entirely of the Bourbon-related SL34 variety of Arabica and processed by a proprietary method, called “champagne natural,” in which fermentation using a wine yeast strain is applied to the whole fruit before it is dried. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A uniquely composed, experimentally processed cup that’s well worth a detour to enjoy a brilliant tweak on the familiar Kona profile, with especially vibrant acidity.","9.0,9.0,9.0,9.0,9.0"
1924,Peru Pangoa,"Junín Province, Peru",92,Temple Coffee,9.0,8.0,8.0,9.0,8.0," Citrusy, caramel-toned. Orange zest, dark caramel, golden raisin, lily, hazelnut in aroma and cup. Sweet in structure with brisk acidity; crisp, satiny mouthfeel. The finish consolidates to notes of caramel and orange zest.","Produced by smallholding members of the Cooperativa Agraria Cafetalera Pangoa from trees of the Bourbon, Typica and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",A caramelly and citrus-driven Peru cup complicated by pleasing sweet nut and floral tones.,"9.0,8.0,8.0,9.0,8.0"
1925,Guatemala Campamento Alto,"Huehuetenengo Department, Guatemala",92,Temple Coffee,8.0,8.0,9.0,9.0,8.0,"Delicately sweet-tart. Lime zest, baking chocolate, Bing cherry, almond, cedar in aroma and cup. Sweetly tart structure with gently bright acidity; full, syrupy-smooth mouthfeel. Citrusy, nut-toned finish with undertones of baking chocolate and cedar.","Produced by Aurelio Villatoro of Finca La Esperanza from trees of the Bourbon and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","An engaging, multi-layered, quietly confident Guatemala cup.","8.0,8.0,9.0,9.0,8.0"
1926,Panama Hacienda La Esmeralda Geisha Washed,"Boquete growing region, western Panama",95,GK Coffee,9.0,9.0,9.0,9.0,9.0,"Richly chocolaty, floral-toned. Chocolate fudge, dried black cherry, roasted almond butter, narcissus, marjoram in aroma and cup. Deeply sweet structure with gentle but harmonious acidity; creamy, viscous mouthfeel. Chocolaty and richly floral finish, long and lingering.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting but before drying. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A deftly darker-roasted Geisha cup with distinct notes of chocolate fudge throughout, supported by creamy nut and sweetly spicy flowers.","9.0,9.0,9.0,9.0,9.0"
1927,Peru Garden of Eden Farcent Geisha Anaerobic Washed,"Villa Rica District, Pasco Department, Peru",94,GK Coffee,9.0,9.0,9.0,9.0,8.0,"Sweet-toned, gently fermenty. Lime zest, magnolia, cocoa nib, watermelon candy, a hint of aged grappa in aroma and cup. Brightly sweet with high-toned acidity; full, syrupy-smooth mouthfeel. In the short finish, crisp cocoa nib gives weight to watermelon candy notes; lime zest resurfaces in the long. ","Produced in the Villa Rica growing region of Peru entirely of the Geisha variety of Arabica, and processed by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","An odd though compelling Peru Geisha cup, wide-ranging and original in its flavor and aromatic nuance yet complete and integrated.","9.0,9.0,9.0,9.0,8.0"
1928,Pointu Laurina,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",95,Hula Daddy Kona Coffee,9.0,9.0,9.0,9.0,9.0,"Deeply fruit-toned, balanced and deep. Dark chocolate, goji berry, gardenia, hazelnut butter, fresh-cut cedar in aroma and cup. Richly sweet structure with gentle, balanced acidity; crisp, syrupy mouthfeel Resonantly chocolaty finish with undertones of goji berry and hazelnut.","Bourbon Pointu, botanical name var. Laurina, is a natural mutation of the famous Bourbon variety, first selected on Reunion Island in the Indian Ocean. The Bourbon Pointu is famous for its natural low levels of caffeine, bean shape (small and tending to be pointed at the ends, hence “pointu”), and pungently fruit-toned, Bourbon-like cup. This version was produced in Kona and is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. Visit www.huladaddy.com or call 888-553-2339 for more information.","Here a darker roast amplifies the intricate resonance of Hula Daddy’s rare Pointu Laurina, a naturally low-caffeine bean that sacrifices nothing in flavor. ","9.0,9.0,9.0,9.0,9.0"
1929,Ecuador Finca Cruz Loma,"San Jose de Minas, Pichincha, Ecuador",95,Simon Hsieh Aroma Roast Coffees,9.0,9.0,9.0,9.0,9.0,"Decadently rich, resonantly chocolaty, floral-toned. Chocolate fudge, salted caramel, gardenia, date, scorched almond in aroma and cup. Vibrantly bittersweet structure with round acidity; lush, creamy mouthfeel. Chocolaty and nut-toned finish with a hint of smokiness.","Produced at Finca Cruz Loma from the Typica Mejorado and Sidra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). This coffee won first place in the 2021 Taza Dorada competition for Ecuador green coffees. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A complex, multi-layered Ecuador cup, with distinct floral and chocolate tones and an enticing whiff of smoked almond. A splash of cream can make this coffee exhilaratingly dessert-like.","9.0,9.0,9.0,9.0,9.0"
1930,Aged Sumatra Semiga,"Simalungun, Sumatra, Indonesia",94,Paradise Roasters,9.0,9.0,9.0,9.0,8.0,"Deeply sweet-savory. Pipe tobacco, scorched clove, dark chocolate, ripe banana, a hint of freesia-like flowers in aroma and cup. Balanced, bittersweet structure with soft acidity; very full, syrupy-smooth mouthfeel. Savory-leaning finish with notes of pipe tobacco and scorched clove, lifted by a crisp dark chocolate.","Produced by smallholding farmers from the Sigurarutang and Typica varieties of Arabica, processed by the anaerobic washed method and aged seven years. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An intriguing aged Sumatra, deftly roasted to bring out musky spice notes, pipe tobacco and dark chocolate.","9.0,9.0,9.0,9.0,8.0"
1931,Indonesia Sumatra Kerinci Valley,"Mount Kerinci Highlands, Sumatra, Indonesia",94,Mostra Coffee,9.0,9.0,9.0,9.0,8.0,"Richly chocolaty, sweetly earth-toned. Sandalwood, dried black cherry, freesia-like flowers, marjoram, fresh-turned humus in aroma and cup. Balanced, bittersweet structure with resonant, understated acidity; viscous, satiny mouthfeel. The finish centers around notes of sandalwood and dried black cherry.","Produced by smallholding farmers from the Andung Sari, Tim-Tim, Bor-Bor, Sigara Utang and P88 varieties of Arabica, and processed by the traditional Indonesian washed and wet-hulled method. Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","A deceptively nuanced, enigmatic Sumatra cup with enticing aromatics that lean toward a sweet earthiness.","9.0,9.0,9.0,9.0,8.0"
1932,Ka’u Classic Dark,"Ka’u growing region, Big Island of Hawai’i",94,Rusty's Hawaiian,9.0,9.0,9.0,9.0,8.0,"Crisply chocolaty, floral-toned. Nectarine, brown sugar, wisteria, baking chocolate, fresh-cut oak in aroma and cup. Complex, bittersweet structure with quiet acidity; very full, syrupy-smooth mouthfeel. Baking chocolate and oak notes characterize the long finish, with pretty hints of wisteria underneath.","This 100% Ka’u coffee was developed by Lorie Obra of Rusty’s, one of Ka’u’s best-known and most celebrated farms. Produced from trees of the traditional Typica variety and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","This Ka’u Typica strikes a lovely balance between the depth of a classic dark roast and the levity of a fruit- and floral-driven, medium-roasted Typica cup.","9.0,9.0,9.0,9.0,8.0"
1933,Odin’s Viking Brew,"Aceh Province, northern Sumatra, Indonesia",93,Chaos Coffee Company,9.0,8.0,9.0,9.0,8.0," Rich-toned, deeply sweet. Dark chocolate, date, singed cedar, Bing cherry, saltwater taffy. Deepy sweet structure with gentle acidity; viscous, smooth mouthfeel. The finish consolidates to dark chocolate and saltwater taffy.","Produced by smallholding farmers from the Ateng, Bor Bor, Catimor and Timor varieties of Arabica, and processed by the traditional Sumatra washed and wet-hulled method. Chaos Coffee is a specialty roaster based in Bayboro, North Carolina. Visit www.chaoscoffeeco.shop/ for more information.","A classic darker-roasted Sumatra cup — sweetly earth-toned, richly chocolaty, deep.","9.0,8.0,9.0,9.0,8.0"
1934,Dark Side of the Bloom,"Colombia; Guatemala; Sumatra, Indonesia",93,Theory Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Richly sweet-tart, sweetly herbaceous. Baking chocolate, tangerine, sage, peach, pipe tobacco in aroma and cup. Crisply sweet-tart structure with brisk acidity; full, satiny-smooth mouthfeel. The earthy-sweet finish leads with pipe tobacco and sage.","A blend of coffees from Colombia, Guatemala (both washed process) and Indonesia (a washed and wet-hulled Sumatra). Theory Coffee Roasters is a specialty roaster and coffee shop based in Redding, California. Visit www.theorycoffee.com for more information.","A resonant, confident, sweetly earthy Sumatra-based blend roasted to the very beginning of the “second crack,” where the influence of dark-roast character first makes itself felt. ","9.0,8.0,9.0,9.0,8.0"
1935,Jlove99,"Nyeri growing region, south-central Kenya",93,Green Stone Coffee,9.0,9.0,8.0,9.0,8.0,"Balanced, deep, chocolaty. Lavender, red currant, gently scorched cedar, baking chocolate, Meyer lemon zest in aroma and cup. Roundly sweet-tart structure with bright, balanced acidity; crisp, velvety mouthfeel. Almond notes surface in the sweetly roast-toned finish.","Comprised entirely of the celebrated SL28 variety of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Green Stone Coffee is a woman-owned artisan roastery in Taipei, Taiwan founded in 2016 and specializing in sourcing distinctive coffees that express their individual terroirs. Visit greenstone-coffee.com for more information.","A roast-rounded, complex Kenya cup with classic currant and crisp chocolate notes and an especially vibrant acidity, particularly given the darker roast. ","9.0,9.0,8.0,9.0,8.0"
1936,Kenya Auction Lot,Kenya,92,Peet's Coffee,9.0,8.0,9.0,9.0,7.0,"Crisply sweet-savory. Dark chocolate, charred mesquite, gardenia, dried persimmon, dark caramel in aroma and cup. Bittersweet structure with barely perceptible acidity; gently drying, chocolaty and wood-framed finish.","This coffee was purchased from a Peet’s Coffee retail location as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. It is a conventionally washed-process coffee in the Kenya tradition. Peet’s Coffee, now a national chain, was founded by Alfred Peet in 1966, making it one of the first and most influential artisan coffee roasters in the U.S. Visit www.peets.com for more information.","A fine Kenya roasted in Peet’s classic dark style, which here encourages surprising depth while retaining the crisp coherence of the classic Kenya profile.","9.0,8.0,9.0,9.0,7.0"
1937,Black Magic Blend,Not disclosed,92,Red Rock Roasters,8.0,8.0,9.0,9.0,8.0,"Gently roasty, richly chocolaty and nut-toned. Dark chocolate, kumquat, roasted walnut, peach, magnolia in aroma and cup. Roundly sweet structure with pert, lively acidity; syrupy, buoyant mouthfeel. Dark chocolate and kumquat carry the sweet-toned finish.","Red Rock Roasters was founded in Albuquerque, New Mexico in 1993 in a family barn and remains family-owned and focused on quality and freshness. Visit www.redrockroasters.com or call 800-873-9793 for more information.",An appealingly roasty-sweet blend with leading notes of dark chocolate and roasted walnut and an especially lush mouthfeel.,"8.0,8.0,9.0,9.0,8.0"
1938,Dark Canyon,Peru; Honduras; Mexico,91,Desert Sun Coffee Roasters,8.0,8.0,8.0,9.0,8.0,"Sweetly smoky, crisply chocolaty. Scorched cedar, baking chocolate, lemon-thyme, candy apple, lily in aroma and cup. Bittersweet structure with velvety mouthfeel; the crisp, chocolaty finish is supported by notes of lemon-thyme and lily. ","Desert Sun’s roastery is located at nearly 7,000 feet above sea level in the San Juan Mountains of Colorado. It imports its coffee through its membership in Coop Coffees, a cooperative importer. Visit www.desertsuncoffee.com or call 866-998-6299 for more information. ","Unabashedly smoky with chocolaty depth, this Peru/Honduras/Mexico blend offers comfortingly classic dark-roast aromas and flavors.","8.0,8.0,8.0,9.0,8.0"
1940,Major Dickason’s Blend,Americas; Indo-Pacific,87,Peet's Coffee,8.0,7.0,8.0,8.0,6.0,"Rather dry, wood-framed, bittersweet. Scorched fir, cocoa powder, condensed milk, lily, raisin in aroma and cup. Bittersweet structure with rather rough acidity; crisp, satiny mouthfeel. Dry, wood-framed finish with notes of cocoa powder and scorched fir.","This classic Peet’s blend was purchased from amazon.com as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Listed on Peet’s website as sourced from “Americas and Indo-Pacific.” Peet’s Coffee, now a national chain, was founded by Alfred Peet in 1966, making it one of the first and most influential artisan coffee roasters in the U.S. Visit www.peets.com for more information.","The popular Peet’s blend, here roast-prominent and sweetly wood-framed, with undertones of cocoa powder.","8.0,7.0,8.0,8.0,6.0"
1941,Pike’s Place Blend,Latin America,84,Starbucks Coffee,7.0,6.0,7.0,7.0,7.0,"Brisk, dry, sweetly vegetal. Green bean, carob, charred balsa, faded gardenia, raw almond in aroma and cup. Flatly bittersweet structure with  inert acidity; dry, rather thin mouthfeel. Wood-framed, sweetly vegetal finish.",Purchased at amazon.com as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Visit www.starbucks.com for more information.,"This blend retains its popularity, despite what reads here as a flat, bitterish cup, with only some backgrounded sweetness and nuance.","7.0,6.0,7.0,7.0,7.0"
1942,Peru Washed Santa Monica Gesha,"Amaybamba, Cusco, Peru",96,Kakalove Cafe,9.0,9.0,9.0,10.0,9.0,"Bright, balanced, energetic, tropical. Star jasmine, passion fruit, cocoa nib, bergamot, wild honey in aroma and cup. Richly sweet with elegantly high-toned acidity; buoyantly silky mouthfeel. The long, lingering finish centers around notes of cocoa nib and bergamot with undertones of star jasmine.","Produced by Hugo Mariño Laura of Santa Mónica Farm entirely of the Gesha (also spelled Geisha) variety of Arabica, and processed by the washed method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A dreamy but bright, fruit-toned Peru Gesha — tropics in a cup.","9.0,9.0,9.0,10.0,9.0"
1943,Taiwan Washed Alishan Ching-Ye Farm SL34,"Alishan, Chia-Yi City, Taiwan",94,Kakalove Cafe,9.0,9.0,9.0,9.0,8.0,"Richly sweet-tart, delicately fruit-toned. Wild strawberry, honey, freesia, cedar, marjoram in aroma and cup. Sweetly tart structure with juicy, gently bright acidity; full, satiny-smooth mouthfeel. The resonant finish leads with notes of honey-toned strawberry and marjoram.",Produced at Ching-Ye farm in Taiwan entirely of the admired SL34 variety of Arabica and processed by the washed method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A complex, intriguing coffee from Alishan, a region in Taiwan famous for its tea production. Honeyed berry and spicy flowers predominate.","9.0,9.0,9.0,9.0,8.0"
1944,Ethiopia Guji Odo Shakiso,"Guji Zone, Oromia Region, southern Ethiopia",94,Merge Coffee Company,9.0,9.0,9.0,9.0,8.0,"Gently sweet-tart, complexly layered. Dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. Sweetly tart structure with winey acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of hazelnut butter and cocoa nib with undertones of blackberry.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","A fruit-forward, natural-processed Guji cup with a hint of sweet ferment and deep nut and cocoa undertones.","9.0,9.0,9.0,9.0,8.0"
1945,Colombia Beasaquito,"Buesaco, Nariño Department, Colombia",93,Merge Coffee Company,9.0,8.0,9.0,9.0,8.0,"Delicate, sweet-toned. Date, baking chocolate, honey, almond, cedar in aroma and cup. Sweet structure with round acidity; plush, satiny mouthfeel. The inviting finish centers around notes of honey and baking chocolate.","Produced by Jose Gomez of Finca Al Paraiso and processed by the natural method (sun-dried in the whole fruit). Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","A balanced, friendly, cleanly natural processed Colombia cup with sweet throughlines of chocolate and honey.","9.0,8.0,9.0,9.0,8.0"
1946,Ethiopia Sidamo Karamo,"Sidamo growing region, southern Ethiopia",95,Jaunt Coffee Roasters,9.0,9.0,9.0,9.0,9.0,"Delicate, vibrantly floral, citrusy. Bergamot, wisteria, almond brittle, thyme, cane sugar in aroma and cup. Bright, balanced structure with elegantly juicy acidity; buoyant, silky mouthfeel. Flavor-saturated, very long finish. ","Produced by smallholding farmers from the Shantawene, Bombe and Keramo villages largely from trees of local landrace varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certifications include Rainforest Alliance and Utz. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.","A beautiful classic washed Ethiopia cup with complex citrus, delicately deep floral, and sweet herb notes.","9.0,9.0,9.0,9.0,9.0"
